condition,clickStatus,targetH,targetS,targetL,distr1H,distr1S,distr1L,distr2H,distr2S,distr2L,allSpeakerContents
close,target,121,71,50,97,38,50,66,45,50,bright green
split,target,14,52,50,13,80,50,134,95,50,orange dark not bright
split,target,239,35,50,222,79,50,327,0,50,blue gray / yes
close,target,158,69,50,153,97,50,111,79,50,aqua gray
far,target,28,50,50,266,45,50,208,51,50,brown
split,target,250,43,50,220,83,50,135,94,50,purple
far,target,329,51,50,83,94,50,175,66,50,pink
split,target,180,19,50,90,6,50,213,39,50,blue gray green
split,target,271,0,50,179,10,50,43,76,50,gray pink
split,target,238,26,50,208,46,50,118,83,50,blue gray
close,target,253,20,50,209,30,50,223,17,50,purple
far,target,98,14,50,288,85,50,222,64,50,green
split,target,236,15,50,209,37,50,34,52,50,gray
far,target,31,21,50,312,14,50,87,54,50,brown
close,target,343,25,50,316,15,50,22,12,50,pink
close,target,107,4,50,193,0,50,16,6,50,green
close,target,201,35,50,190,22,50,274,1,50,blue bright
far,target,185,21,50,349,92,50,210,93,50,aqua blue gray
split,target,224,79,50,280,33,50,188,80,50,blue dark
far,target,87,37,50,320,84,50,187,99,50,green
close,target,331,30,50,286,41,50,336,55,50,pink dark / gray / yes
split,target,161,33,50,161,46,50,230,97,50,green gray
far,target,341,31,50,262,53,50,45,28,50,pink
far,target,51,3,50,224,91,50,73,37,50,gray
split,target,155,60,50,142,39,50,290,13,50,bright green
split,target,320,68,50,282,56,50,113,65,50,pink
close,distr1,133,61,50,147,50,50,87,66,50,"greenest green, not yellow or dull"
far,target,254,62,50,165,0,50,70,84,50,blue
far,target,242,77,50,187,80,50,108,73,50,dark blue
far,target,215,7,50,268,57,50,48,73,50,dull purple
close,target,241,16,50,218,26,50,166,0,50,most purple
close,target,172,78,50,167,83,50,156,95,50,light  blue
split,target,226,8,50,239,23,50,60,75,50,dull purple
far,target,20,66,50,295,78,50,341,47,50,orange
far,target,263,68,50,280,17,50,77,55,50,blue
close,distr1,140,31,50,147,80,50,156,52,50,bright green
close,target,19,6,50,190,7,50,76,0,50,beige
close,target,40,15,50,142,15,50,62,28,50,brown
far,target,80,51,50,331,96,50,191,10,50,yellow
far,target,68,78,50,126,3,50,245,71,50,yellow
split,target,1,20,50,4,1,50,142,68,50,pink
close,target,153,34,50,178,31,50,177,56,50,green
far,target,163,25,50,357,83,50,63,66,50,blue
close,target,71,81,50,97,43,50,77,40,50,bright yellow
split,target,257,51,50,277,90,50,17,50,50,blue
split,target,72,17,50,66,27,50,307,81,50,almost grey
far,target,181,93,50,347,29,50,9,87,50,blue
close,target,99,47,50,66,37,50,93,72,50,duller green
far,target,258,90,50,298,67,50,284,4,50,blue
split,target,185,18,50,202,66,50,308,80,50,grey
far,target,119,92,50,344,86,50,226,77,50,green
close,target,71,86,50,128,67,50,104,46,50,yellow
close,target,123,98,50,141,91,50,140,47,50,brightest green
close,target,12,18,50,87,0,50,36,32,50,pink
far,target,1,85,50,269,78,50,210,40,50,red
far,target,131,29,50,233,9,50,45,77,50,green
split,target,236,6,50,334,17,50,188,67,50,purple
split,target,310,29,50,355,37,50,32,66,50,purple
far,target,145,7,50,15,59,50,147,52,50,blue/grey
split,target,250,46,50,280,71,50,164,93,50,dark blue
split,target,60,26,50,36,31,50,276,44,50,yellow
close,distr2,250,20,50,296,41,50,265,13,50,no pink or grey / blueish
far,target,79,56,50,239,81,50,276,13,50,yellow
close,distr1,302,34,50,318,41,50,306,66,50,no bright or dull.  middle pink
split,target,158,92,50,145,77,50,84,4,50,green with blue tint
close,target,100,26,50,137,50,50,155,42,50,almost brown
far,target,283,81,50,60,42,50,144,41,50,purple
split,target,335,16,50,288,42,50,142,89,50,dull pink
close,target,196,74,50,201,81,50,190,14,50,lightest blue
split,target,246,40,50,279,26,50,176,54,50,dark blue
split,target,350,27,50,331,4,50,102,29,50,pink not dull
split,target,258,24,50,235,71,50,124,65,50,purple
split,target,270,21,50,300,12,50,149,3,50,"not grey not dull, normal purple"
far,target,189,48,50,6,91,50,216,37,50,turquoise / light blue
far,target,242,51,50,76,52,50,342,75,50,It is the color of the sky
close,target,42,17,50,103,21,50,73,27,50,very grey
close,target,245,7,50,268,12,50,246,32,50,grey with no shades of purple
split,distr1,325,18,50,341,70,50,169,14,50,mauve
far,target,179,61,50,334,79,50,75,64,50,teal
close,target,92,50,50,70,61,50,99,27,50,light green
close,target,218,79,50,229,21,50,260,51,50,very blue
far,target,239,67,50,39,82,50,170,72,50,deep blue
far,target,253,41,50,117,96,50,328,43,50,purple
split,target,272,73,50,249,32,50,113,13,50,bright purple with no greyish tones
close,target,103,8,50,133,37,50,148,31,50,grey
close,target,354,23,50,2,38,50,15,48,50,purplish mauve paler than the other two colors
far,target,269,49,50,359,27,50,78,53,50,bright purple
close,target,60,10,50,116,17,50,75,27,50,grey
split,target,207,2,50,191,35,50,11,47,50,grey
close,target,61,7,50,67,11,50,75,30,50,soft grey no green hues
split,target,1,24,50,20,25,50,269,53,50,pinkish not as grey as the other pink
split,target,230,75,50,226,67,50,90,65,50,brightest blue
far,target,231,93,50,180,86,50,164,1,50,blue
split,target,296,2,50,38,11,50,78,61,50,grey neutral with no brown tint
split,distr2,85,31,50,107,57,50,9,17,50,olive green
split,target,130,66,50,100,58,50,283,38,50,bright green does not look like pea soup
split,target,162,9,50,189,59,50,132,54,50,grey
far,target,36,2,50,169,81,50,108,65,50,grey
split,target,104,69,50,131,42,50,204,88,50,yellowish green
close,target,335,8,50,283,3,50,255,15,50,the one with the most pink
close,target,34,28,50,23,78,50,26,57,50,the one that is the most greyish
close,target,58,10,50,109,25,50,165,21,50,grey
far,target,69,39,50,187,91,50,39,74,50,green
close,target,219,21,50,203,73,50,192,32,50,purple
close,target,67,1,50,289,8,50,355,14,50,grey
close,target,242,36,50,284,73,50,251,26,50,blue purple not grey and not bright
split,target,316,18,50,265,25,50,94,3,50,pinkish
far,target,245,42,50,3,4,50,333,54,50,blue
far,target,316,85,50,100,73,50,257,49,50,pink
far,target,117,63,50,325,93,50,37,56,50,green
far,target,80,53,50,259,90,50,295,90,50,green
far,target,12,77,50,350,25,50,277,55,50,orange
split,target,141,30,50,104,48,50,271,89,50,soft green almost aqua
far,target,275,36,50,34,21,50,106,53,50,purple
split,target,275,40,50,247,28,50,348,53,50,"the purple with the most red in it, but not the pink one"
far,target,284,15,50,212,54,50,255,80,50,grey
split,target,222,95,50,237,44,50,126,67,50,blue
far,distr1,343,56,50,191,30,50,9,97,50,grey blue
close,target,79,79,50,60,78,50,54,44,50,greenish not too yellow not too brown
split,distr1,118,52,50,83,60,50,9,48,50,green not pea green
split,target,44,30,50,73,48,50,153,83,50,brown
split,target,120,15,50,114,40,50,57,78,50,blueish
far,target,44,89,50,86,65,50,129,4,50,orange
close,target,287,51,50,223,93,50,257,23,50,bright purple no grey tone
close,distr1,53,47,50,51,81,50,36,58,50,dirty yellow
split,target,256,16,50,199,14,50,44,32,50,purpleish
close,target,92,7,50,70,3,50,156,22,50,darker grey / i cant rally tell
split,target,287,90,50,255,73,50,355,65,50,just grey / purple
close,target,304,22,50,293,35,50,298,9,50,"mauve / medium purple NOT the brightest, NOT the dulest"
split,target,335,27,50,290,57,50,110,56,50,dull purple
split,target,134,17,50,102,14,50,244,81,50,greenish
close,target,271,43,50,289,85,50,282,27,50,ryal purple / royal
split,target,88,40,50,76,24,50,262,27,50,greener / light
far,target,88,7,50,160,51,50,212,85,50,grey
close,target,263,85,50,278,71,50,291,89,50,blue
split,target,237,38,50,262,52,50,4,61,50,duller blue
close,target,11,32,50,328,24,50,349,40,50,orangish
far,target,119,63,50,14,8,50,212,57,50,green
far,target,31,76,50,115,6,50,3,14,50,orange
close,target,164,77,50,152,69,50,116,35,50,"seafoam green, the brightest one"
split,target,171,63,50,130,40,50,252,74,50,aqua
split,target,217,90,50,234,52,50,26,79,50,brighter blue
split,target,141,36,50,73,13,50,263,40,50,green
far,target,271,52,50,115,94,50,332,12,50,purple
close,distr2,301,34,50,266,45,50,275,68,50,lightest color / more violet
far,target,124,43,50,43,30,50,260,20,50,green
far,target,276,63,50,333,21,50,12,61,50,purple
split,target,250,34,50,220,26,50,169,89,50,bluish purple
far,target,23,59,50,128,16,50,218,61,50,orange
close,distr1,153,0,50,87,7,50,39,6,50,regular grey
far,target,182,77,50,333,53,50,116,10,50,aqua
far,target,253,62,50,346,87,50,183,73,50,dark  blue
far,target,315,44,50,20,62,50,89,33,50,pink
split,distr1,321,15,50,277,32,50,63,87,50,darkest one
split,target,237,40,50,218,15,50,171,59,50,royal blue
close,target,289,26,50,239,30,50,286,36,50,lighter purple / not that one
far,target,179,61,50,353,73,50,243,0,50,aqua
close,target,66,31,50,95,22,50,87,11,50,yellow tint
close,target,57,40,50,105,22,50,47,20,50,yellow tint
far,target,164,28,50,8,35,50,248,61,50,teal
close,distr1,274,98,50,266,42,50,227,61,50,brighter purple
close,target,99,80,50,131,46,50,151,68,50,brightest green
close,target,83,91,50,119,89,50,142,81,50,green with yellow tint
split,target,51,4,50,32,34,50,93,96,50,grey
far,target,139,28,50,79,90,50,282,6,50,darker green
far,target,47,41,50,335,87,50,98,77,50,sandy brown
far,target,93,56,50,29,44,50,258,0,50,green
split,target,283,52,50,238,52,50,60,22,50,purpl
split,target,188,73,50,178,58,50,8,49,50,sky blue
close,target,338,25,50,247,19,50,330,6,50,redish
split,distr2,336,18,50,246,21,50,29,36,50,redish tint
far,target,99,49,50,265,44,50,357,20,50,green
far,target,305,95,50,343,0,50,191,87,50,pink
split,target,288,53,50,328,34,50,103,52,50,purple
split,target,19,98,50,4,73,50,173,82,50,hello / the one closest to orange
split,target,260,32,50,312,61,50,12,48,50,pruple / purple / i see magenta / orange / and purple
close,distr1,331,45,50,354,25,50,268,21,50,reddish pink
split,target,270,28,50,259,57,50,174,95,50,violet
far,target,17,95,50,313,10,50,93,90,50,orange
split,target,321,97,50,328,61,50,177,93,50,bright pink
close,target,250,71,50,281,34,50,275,92,50,blue
far,target,205,88,50,158,78,50,221,1,50,blue
split,target,138,56,50,155,85,50,45,52,50,shamrock green
far,target,187,85,50,114,95,50,222,29,50,light blue
far,target,14,76,50,74,33,50,237,37,50,orange
far,target,291,4,50,228,73,50,315,95,50,gray
close,target,213,21,50,32,0,50,61,4,50,blue
far,target,204,84,50,274,13,50,46,13,50,blue
split,target,346,92,50,359,69,50,243,60,50,coral red / not red-orange
close,target,91,73,50,65,85,50,78,37,50,bright green
far,target,252,98,50,77,70,50,39,16,50,blue
close,target,2,10,50,310,20,50,264,20,50,gray
close,distr1,97,42,50,143,94,50,72,78,50,green / like an apple
close,target,271,17,50,302,45,50,263,31,50,lavender / lilac / gray
far,target,249,67,50,213,34,50,150,77,50,royal blue
split,distr1,137,53,50,139,95,50,197,76,50,shamrock green
close,target,274,16,50,339,12,50,328,4,50,purple / lilac
far,target,60,74,50,18,59,50,170,48,50,yellow
close,target,96,54,50,55,57,50,77,51,50,"green, the color of an actual green apple"
close,target,69,68,50,86,82,50,125,97,50,yellow green / puke
close,distr1,324,12,50,310,45,50,282,19,50,viiolet-pink
split,target,355,3,50,217,9,50,301,42,50,pure gray
split,distr1,319,79,50,337,91,50,97,80,50,magenta
far,target,122,73,50,302,71,50,28,37,50,green
split,target,55,1,50,290,5,50,137,21,50,normal gray
far,target,85,21,50,78,86,50,7,49,50,green / not yellow green
far,target,260,40,50,100,45,50,49,56,50,purple
split,target,171,85,50,161,31,50,207,4,50,teal / bright
split,distr1,174,14,50,116,14,50,328,16,50,bluish green / grayish green
close,distr1,102,52,50,97,87,50,83,84,50,apple green / lime / lime green
far,target,202,14,50,180,67,50,246,83,50,blue gray
split,target,117,82,50,82,83,50,319,41,50,green / not yellow green
close,target,122,78,50,102,45,50,73,73,50,dsmr / same / bright green
far,target,186,70,50,14,94,50,84,29,50,blue
close,target,325,56,50,341,68,50,316,59,50,one is more red / one is bright pink / the target is magenta / like a red violet? / middle brightest
split,target,81,28,50,81,39,50,280,40,50,yellow green / olive green
split,target,344,91,50,3,97,50,221,82,50,red/pink / yes
split,target,273,43,50,323,73,50,117,62,50,violet
far,target,270,64,50,43,90,50,90,71,50,purple
split,target,260,18,50,328,43,50,21,71,50,purple gray
far,target,201,53,50,113,12,50,230,70,50,sea blue / yes
close,target,4,12,50,348,6,50,14,36,50,gray with pinkish tint
close,target,323,79,50,290,20,50,279,44,50,neon pink
close,target,262,92,50,278,93,50,250,31,50,blue / bright / bluish violet
close,target,78,65,50,92,49,50,116,92,50,yellowish green
far,target,304,96,50,176,57,50,358,10,50,purple
far,target,305,72,50,172,22,50,43,41,50,purple
far,target,49,44,50,132,12,50,197,60,50,brownish
close,target,150,99,50,158,86,50,151,54,50,most green not the grayer one
close,target,257,19,50,319,9,50,222,10,50,purple
close,target,167,4,50,70,14,50,128,10,50,gray
close,target,328,92,50,296,79,50,312,56,50,hot pink
split,target,339,94,50,2,19,50,286,87,50,pink
far,target,32,94,50,261,71,50,90,98,50,orange
far,target,167,25,50,351,56,50,248,84,50,green
far,target,32,16,50,269,56,50,208,47,50,tan
close,target,272,82,50,250,76,50,278,66,50,dark purple
close,target,311,49,50,323,42,50,284,56,50,not mauve or dark purple
far,target,44,38,50,16,45,50,191,21,50,yellow
split,target,91,2,50,118,12,50,115,64,50,gray
split,target,321,28,50,291,30,50,28,42,50,mauve kind of
split,target,149,42,50,163,14,50,345,99,50,green less gray
close,target,140,64,50,103,66,50,79,72,50,green--- not yellow or green screen
far,target,7,21,50,140,61,50,150,7,50,purple
close,target,288,78,50,273,82,50,249,98,50,lighter purple
split,target,264,25,50,275,63,50,75,2,50,grayish purple
close,target,128,46,50,121,65,50,149,39,50,not blueish green or green screen green
close,target,245,64,50,266,39,50,276,82,50,blue
split,target,139,63,50,93,52,50,28,2,50,green / not yellowish
far,target,64,94,50,216,34,50,57,34,50,orange / yellow
split,target,90,89,50,88,74,50,21,30,50,brighter green?
split,target,209,4,50,73,4,50,137,47,50,blue gray
split,target,95,58,50,147,42,50,313,20,50,greenish yellow
split,distr1,320,94,50,329,84,50,236,30,50,purple
split,target,201,9,50,75,13,50,347,29,50,blue
split,target,296,44,50,314,21,50,61,40,50,thats ok that one was hard / darker purple
far,target,168,80,50,229,52,50,357,64,50,greenish blue
split,target,342,42,50,298,30,50,74,27,50,mauve
close,distr2,288,97,50,270,53,50,293,69,50,dang...barney purple? lol
split,distr1,260,12,50,11,10,50,112,41,50,gray
far,target,170,60,50,357,18,50,355,82,50,green blue
split,target,99,1,50,243,3,50,351,40,50,gray less blue
split,target,289,64,50,266,59,50,342,11,50,lighter purple
far,distr1,200,59,50,4,82,50,84,73,50,blue
close,target,166,45,50,177,22,50,187,50,50,thats ok / greenish blue less grayish
far,target,43,94,50,271,89,50,72,65,50,orange
far,target,320,39,50,21,96,50,159,91,50,purple
close,target,178,94,50,167,82,50,158,92,50,closer to sky blue
close,target,214,90,50,226,23,50,221,36,50,blue closer to regular crayon blue
far,target,128,86,50,23,42,50,300,46,50,green
close,target,208,36,50,239,26,50,213,84,50,grayish blue
split,target,22,7,50,40,27,50,150,15,50,close to mauve
close,distr1,112,60,50,94,46,50,92,84,50,kermit the frog green
far,target,190,27,50,48,75,50,324,51,50,blue
close,target,127,55,50,93,83,50,73,38,50,hi / dark green
close,target,102,62,50,134,96,50,97,83,50,dark green
close,target,265,71,50,265,35,50,236,73,50,viloet in dark
split,target,140,65,50,78,56,50,191,60,50,green
far,target,21,55,50,236,70,50,318,93,50,brown
far,target,162,60,50,208,97,50,23,11,50,green
far,target,354,46,50,214,99,50,264,24,50,red
far,target,78,63,50,184,28,50,290,48,50,green
split,target,126,71,50,83,75,50,28,13,50,green
split,target,62,50,50,62,77,50,206,97,50,green
close,target,250,22,50,272,28,50,273,47,50,grey
split,target,0,85,50,1,44,50,312,49,50,red
close,target,49,14,50,336,2,50,108,1,50,hash
close,target,213,12,50,231,10,50,195,27,50,hash
split,target,114,30,50,101,50,50,297,66,50,dark green
split,target,152,27,50,57,24,50,10,90,50,pale green
far,target,332,46,50,187,38,50,243,1,50,pinkl
split,distr1,284,75,50,283,46,50,197,43,50,viloet
split,target,51,6,50,29,12,50,316,93,50,hash
close,distr1,132,94,50,113,38,50,114,74,50,dark green
far,target,258,96,50,17,26,50,116,8,50,blue
split,distr2,230,55,50,241,77,50,207,68,50,light blue
close,distr2,122,18,50,93,17,50,142,28,50,green / oops
split,distr1,338,80,50,352,50,50,124,93,50,red
split,target,190,59,50,183,24,50,254,53,50,light blue
far,target,254,44,50,327,50,50,83,23,50,violet
far,target,206,11,50,125,71,50,357,73,50,hash
close,distr1,232,31,50,204,19,50,238,40,50,grey
split,target,313,77,50,321,22,50,161,67,50,pink
close,target,307,37,50,314,10,50,333,62,50,violet
far,distr1,56,50,50,216,49,50,195,3,50,yellow
far,target,132,18,50,244,26,50,127,90,50,ops / hash
far,target,330,28,50,41,39,50,159,75,50,grey / purple
close,distr1,84,88,50,95,61,50,75,63,50,green
far,target,290,63,50,219,42,50,93,89,50,violet
split,target,152,41,50,62,20,50,262,43,50,green
split,target,110,56,50,97,88,50,271,33,50,green
close,distr2,338,49,50,314,88,50,307,21,50,purple
far,target,3,74,50,135,81,50,304,53,50,red
far,target,325,51,50,270,59,50,177,37,50,pink
split,target,20,48,50,16,69,50,209,71,50,brown
close,target,294,0,50,347,20,50,236,7,50,hash
close,distr2,120,21,50,165,52,50,107,49,50,green
split,target,176,5,50,324,81,50,168,93,50,hash
far,target,172,18,50,240,79,50,123,41,50,hash
close,distr1,75,72,50,142,93,50,87,90,50,light green
split,target,286,71,50,276,88,50,345,9,50,violet
far,target,193,8,50,265,42,50,61,38,50,hash
close,distr2,351,17,50,331,81,50,306,18,50,grey
close,distr2,144,36,50,148,69,50,85,52,50,green
split,target,37,88,50,26,84,50,265,71,50,Choose the lighter of the two oranges
far,target,51,72,50,189,42,50,109,48,50,Choose yellow
